time,x,x_dot,y,y_dot,z,z_dot
2024-05-16 11:00:00,1911.246787,20949.301314,-4624.07843,-47563.986111,-4688.048496,55505.055715
2024-05-16 11:30:00,931.194033,-22071.6337,-1961.100735,68802.215957,6486.219,23907.852548
2024-05-16 12:00:00,-1205.885233,2937.750283,6697.31975,-8406.668946,-799.185492,-75693.838231
2024-05-16 12:30:00,-124.695559,1917.466144,-3569.247511,-64844.929794,-5853.755144,39516.613366
2024-05-16 13:00:00,-80.725386,4875.303153,-3825.015299,63022.963355,5672.067431,42453.767728
2024-05-16 13:30:00,1534.334169,4002.093778,6591.623199,11218.142772,1053.290304,-75303.755039
2024-05-16 14:00:00,-931.500869,-25613.179227,-1643.150028,-68397.401103,-6592.198624,20672.802186
2024-05-16 14:30:00,-2239.776872,22070.843433,-4701.552184,44340.681274,4441.007897,57892.548215
2024-05-16 15:00:00,3707.085426,19316.550299,5013.481119,25011.209774,2827.987924,-69372.576527
2024-05-16 15:30:00,-254.944463,-51565.21674,192.976617,-55674.304394,-6849.910515,347.186082
2024-05-16 16:00:00,-4693.467793,23933.768303,-4066.708169,21570.230795,2883.866242,69078.330691
2024-05-16 16:30:00,4547.587082,42085.481147,2616.536886,25124.517684,4394.266694,-58341.104065
2024-05-16 17:00:00,1510.688332,-66409.927088,1029.62889,-30852.095676,-6608.859756,-20000.14298
2024-05-16 17:30:00,-6444.963278,11532.012981,-2035.312379,5054.750023,1115.067201,75184.648797
2024-05-16 18:00:00,3857.055899,62088.893413,384.196113,9618.714465,5637.201844,-43032.145659
2024-05-16 18:30:00,3492.929588,-65174.85512,397.247636,-3063.907256,-5886.713178,-38908.146323
2024-05-16 19:00:00,-6778.393658,-7899.706632,686.701038,2223.962012,-735.375867,75764.010194
2024-05-16 19:30:00,2084.461539,70074.974018,-790.19326,-16695.324657,6466.080771,-24577.76612
2024-05-16 20:00:00,4714.323214,-49527.640378,-1532.914557,17436.64478,-4735.455476,-55011.359021
2024-05-16 20:30:00,-5563.832999,-24097.901907,3101.785899,14402.69288,-2531.67493,70787.064066
2024-05-16 21:00:00,132.006865,61715.189279,-483.873371,-44302.068612,6820.476149,-4334.119217
2024-05-16 21:30:00,4509.671734,-27074.498875,-4019.489371,23598.82898,-3238.446727,-67127.101762
2024-05-16 22:00:00,-3311.733221,-28200.832987,4344.685847,36258.33742,-4142.83964,60637.60702
2024-05-16 22:30:00,-1032.781973,39449.435556,1077.095288,-63019.980319,6674.592212,16228.149912
2024-05-16 23:00:00,2812.416384,-8134.457266,-6065.078479,14565.612501,-1503.90877,-74350.104286
2024-05-16 23:30:00,-954.026031,-16559.234503,4048.498131,58109.981046,-5451.343029,46082.20628
2024-05-17 00:00:00,-790.037004,11455.538678,3115.184076,-66305.324171,6039.046142,35607.777804
2024-05-17 00:30:00,186.325039,-1340.714341,-6839.253783,-3944.358161,341.626666,-76121.260518
2024-05-17 01:00:00,552.51051,7709.22122,2497.719705,70075.486443,-6362.214297,28189.221617
2024-05-17 01:30:00,864.215422,-11802.605085,4634.984939,-54020.571934,4959.908321,52387.929683
2024-05-17 02:00:00,-2410.573104,-9907.808236,-6033.687374,-22079.879093,2162.158693,-72294.167755
2024-05-17 02:30:00,633.080493,36044.946019,504.966188,66271.711943,-6809.220643,8264.832439
2024-05-17 03:00:00,3314.755396,-22016.550358,4849.324331,-32491.390753,3516.296563,65328.63021
2024-05-17 03:30:00,-4033.534128,-30218.355977,-3995.974969,-30113.291938,3822.978341,-63152.162105
2024-05-17 04:00:00,-660.231499,58063.088883,-938.540512,47316.384988,-6760.408468,-12248.317612
2024-05-17 04:30:00,5588.498762,-16570.051434,3519.100126,-11792.843288,1814.300809,73469.719533
2024-05-17 05:00:00,-4153.697853,-53385.167813,-1579.90229,-22666.54821,5202.495527,-49376.66569
2024-05-17 05:30:00,-2673.477609,65940.246792,-1088.451102,20065.784537,-6219.564743,-31877.107328
2024-05-17 06:00:00,6769.513443,351.917028,1057.240828,-1426.264817,-20.658024,76207.428485
2024-05-17 06:30:00,-2881.000237,-69073.005507,219.588436,-1022.425196,6199.815704,-31988.310848
2024-05-17 07:00:00,-4431.971027,57692.117992,235.262351,-5281.056492,-5225.784106,-49211.068379
2024-05-17 07:30:00,6389.737763,19592.60999,-1646.028284,-6228.782314,-1853.955321,73349.96643
2024-05-17 08:00:00,-914.266071,-69923.904962,690.804802,27411.158192,6742.145778,-12267.413173
2024-05-17 08:30:00,-5055.2702,38007.715809,2570.11166,-19470.279749,-3850.938694,-62986.160217
2024-05-17 09:00:00,4627.830951,30980.77764,-3601.700328,-24301.510468,-3551.030478,65126.859574
2024-05-17 09:30:00,760.211418,-54692.328052,-292.429861,52245.858392,6790.218993,8347.470276
2024-05-17 10:00:00,-4135.030469,16259.926863,5005.396581,-18104.996458,-2194.241888,-72183.925639
2024-05-17 10:30:00,2230.949171,27725.975452,-4141.494319,-47847.669437,-4988.529188,52163.621207
2024-05-17 11:00:00,1290.801969,-28782.915567,-2218.417983,64507.099103,6340.342703,28355.446429
2024-05-17 11:30:00,-1911.219656,2530.222953,6568.419413,-3517.955431,-376.138813,-76102.294787
2024-05-17 12:00:00,195.975439,9311.3058,-3198.46711,-66533.38882,-6062.464256,35417.481479
2024-05-17 12:30:00,326.380528,-1964.843546,-4156.966211,60433.655104,5424.849109,46297.710979
2024-05-17 13:00:00,825.788948,3278.560451,6637.823565,16192.80707,1469.871564,-74429.925031
2024-05-17 13:30:00,-654.222288,-18286.340454,-1334.280691,-71876.430425,-6694.533409,16114.964583
2024-05-17 14:00:00,-1832.354559,15765.302706,-5157.19125,43064.047956,4110.655738,60853.594302
2024-05-17 14:30:00,3069.682195,18529.366613,5210.798222,30659.646905,3207.620755,-67284.021388
2024-05-17 15:00:00,-21.872885,-45122.973166,503.278395,-60859.545297,-6838.838862,-4340.286118
2024-05-17 15:30:00,-4357.607807,18432.362852,-4656.036981,20941.140146,2494.855737,70939.269882
2024-05-17 16:00:00,4026.686235,41847.278112,2904.276375,31733.427871,4709.299836,-55195.292094
2024-05-17 16:30:00,1740.704683,-61484.796179,1388.221672,-37200.880925,-6485.439889,-24481.829871
2024-05-17 17:00:00,-6247.908105,6635.056822,-2722.123788,4436.596733,696.175197,75810.508339
2024-05-17 17:30:00,3453.072497,63106.369985,690.466404,17010.254646,5864.649454,-39066.048896
2024-05-17 18:00:00,3783.282815,-61973.829918,811.583369,-9782.548035,-5660.164925,-42861.094872
2024-05-17 18:30:00,-6755.307883,-12739.073491,-27.26104,1292.124867,-1153.282771,75113.742383
2024-05-17 19:00:00,1755.803614,72839.922327,-518.725807,-9128.886151,6589.595146,-20085.33341
2024-05-17 19:30:00,5121.244163,-47771.263551,-1100.244495,11081.931209,-4422.394682,-58149.08333
2024-05-17 20:00:00,-5703.404081,-29502.634139,2438.667486,13290.68116,-2917.990947,68916.605195
2024-05-17 20:30:00,-184.051725,66278.315281,-260.157085,-37379.07697,6831.395022,354.982746
2024-05-17 21:00:00,5055.416963,-26141.73134,-3636.958992,18000.594566,-2861.799336,-69219.307492
2024-05-17 21:30:00,-3561.187843,-34564.656193,3788.351935,35507.528371,-4469.331409,57694.40735
2024-05-17 22:00:00,-1390.298111,45378.067495,1284.291953,-57457.20678,6572.495382,20769.56297
2024-05-17 22:30:00,3472.902349,-7345.679667,-5804.806063,9644.697436,-1091.506932,-75240.765555
2024-05-17 23:00:00,-1241.103584,-23839.132692,3612.176595,58442.176182,-5694.78344,42286.716942
2024-05-17 23:30:00,-1208.762699,17993.147492,3366.829968,-62443.491416,5831.59947,39673.819068
2024-05-18 00:00:00,897.910622,-262.858165,-6747.857297,-8671.592737,759.530843,-75745.111696
2024-05-18 00:30:00,289.348812,22.911215,2149.485411,72079.103272,-6505.203304,23823.171573
2024-05-18 01:00:00,410.590751,-5441.135006,4992.914865,-51706.44455,4662.699719,55680.564024
2024-05-18 01:30:00,-1727.502566,-8551.308002,-6112.968718,-27256.383416,2555.017683,-70680.218078
2024-05-18 02:00:00,418.889335,28751.909656,184.032137,70136.945942,-6841.850696,3643.262295
2024-05-18 02:30:00,2889.595785,-16335.829996,5347.561503,-31169.173076,3151.293228,67607.865877
2024-05-18 03:00:00,-3443.675479,-29043.545932,-4202.428135,-36227.072076,4162.117761,-60423.364842
2024-05-18 03:30:00,-846.630114,51947.216855,-1292.250692,52732.379133,-6680.669016,-16794.742943
2024-05-18 04:00:00,5266.982026,-11615.144263,4146.158505,-10765.48476,1408.400343,74569.955739
2024-05-18 04:30:00,-3682.782396,-53105.42125,-1843.492237,-29799.925715,5463.099071,-45739.551362
2024-05-18 05:00:00,-2888.33251,61466.90426,-1505.448122,26334.084704,-6033.543988,-36020.969866
2024-05-18 05:30:00,6608.287795,4978.887151,1757.94888,-171.667353,-437.451196,76051.485469
2024-05-18 06:00:00,-2508.057882,-70350.0406,-34.000464,-8775.27339,6363.074119,-27714.352036
2024-05-18 06:30:00,-4740.733076,54840.73133,-230.608033,1028.120049,-4947.215785,-52653.033809
2024-05-18 07:00:00,6403.908107,24527.292208,-950.27338,-4633.086489,-2251.056917,71956.314903
